id,wod,category
497,"lisa reither

bobby
amrap in 22 minutes:
1 wall walk
3 deadlifts (135/95 lb)
4 clean and jerks (135/95 lb)
10 lateral bar over burpees
35 double-unders",amrap
498,"crossfit hero wod


bull
2 rounds for time
200 double-unders
50 overhead squats (135/95 lb)
50 pull-ups
1 mile run",for_time
499,"crossfit hero wod (aka: ""martin"")


martin bell
for time (with a partner)
2,000 meter row
100 deadlifts (bodyweight)
50 thrusters (43/30 kg)
1,000 meter row
100 hand-release push-ups
50 pull-ups
500 meter row
100 abmat sit-ups
100 wall ball shots (20/14 lb)",for_time
500,"hyrox workout of the week
lewis
amrap in 30 minutes
500 meter row
50 lunges
500 meter ski erg
50 air squats
500 meter run
50 push-ups",amrap
501,"coach creation wod

the swedish mile
25 rounds for time
10 burpees
100 meter run
10 air squats
100 meter run
10 push-ups
100 meter run
10 sit-ups
100 meter run",for_time
502,"crossfit benchmark wod


annie, are you ok?
21-15-9 reps for time
row (calories)
thrusters (65/45 lb)
medicine ball cleans (20/14 lb)
sumo deadlift high-pulls (65/45 lb)
wall balls (20/14 lb)
burpees",for_time
503,"benchmark wod


row cindy row
amrap in 20 minutes
5 pull-ups
10 push-ups
15 air squats
20 calorie row",amrap
504,"crossfit new england memorial wod (aka: ""marathon monday"")

marathon
2 rounds for time
400 meter run
26 hand release push-ups
400 meter run
26 kettlebell swings (53/35 lb)
400 meter run
26 sit-ups
400 meter run
26 deadlifts (75/55 lb)
400 meter run
26 air squats
400 meter run
26 box jumps (24/20 in)",for_time
505,"home wod by annie thorisdottir

friday fun
three amraps in 21 minutes
amrap in 3 minutes of:
20 gorilla jump squats
40 single dumbbell cleans (15/10 kg) (alternating)
20 gorilla jump squats
40 single dumbbell shoulder-to-overheads (15/10 kg) (alternate every 10 reps)
20 gorilla jump squats
40 single dumbbell hang snatches (15/10 kg) (alternating)

rest 1 minute

then, amrap in 6 minutes of:
same as above. resume where you left off.

rest 2 minutes

finally, amrap in 9 minutes of:
same as above. resume where you left off.",amrap
506,"coach ivan

coach ivan 07-03-24
warm-up
7min
50 single under
10 snatch balance
50 single under
10 clean drop

3 min
specific power clean
5 deadlifts
5 deadlift shrug
5 muscle cleans
5 unbroken power clean

skill: power snatch
5 min

3 hang power snatches
3 high power snatches
3 overhead squat
5 power snatches

amrap in 6 minutes
30 crossover/double-unders
15 front squat (40/30kg)
rest 2'

amrap in 6 minutes
30 crossover/double-unders
15 power snatchs (50/40kg)
rest 2'

amrap in 6 minutes
30 crossover/double-unders
15 power clean (60/50kg)",amrap
507,"crossfit benchmark wod


fractured fran
5 rounds for time
9 thrusters (95/65 lb)
9 pull-ups",for_time
508,"us navy eod hero wod

souffront
for time
100 back squats (bodyweight)
50 calorie row
50 calorie assault bike
50 back squats (bodyweight)
25 calorie row
25 calorie assault bike",for_time
509,"2007 crossfit games championship wod #2


the hopper
for time
1,000 meter row

then, 5 rounds of:
25 pull-ups
7 push jerks (135/85 lb)",for_time
510,"justin sloan
army strong
for time
6x30 meter farmer's carry (2x90 lb)
14 ground-to-overheads (90 lb)
17 dumbbell overhead lunges (50 lb)
75 burpees

wear a 20/10 lb weight vest",for_time
511,"lisa reither

black friday
for time (with a partner)
200 box jump overs (24/20 in)
150 wall balls (20/14 lb)
100 ground-to-overheads (100/70 lb)
75 bar over burpees
50 pull-ups

partition the work above any way

buy-in/cash-out: 25-foot handstand walk (each)",for_time
512,"alcaides crossfit memorial wod


speedy
amrap (with a partner) in 40 minutes
every 2 minutes, perform:
8 wall ball shots (20/14 lb)
8 deadlifts (40/30 kg)
8 power cleans (40/30 kg)
8 shoulder-to-overheads (40/30 kg)
max calorie row (in the remaining time)",amrap
513,"ben bergeron

bergeron open test
amrap in 20 minutes
50 wall ball shots (20/14 lb)
50 double-unders
40 box jumps
40 toes-to-bars
30 chest-to-bar pull-ups
30 burpees
20 power cleans (145/100 lb)
20 jerks (145/100 lb)
10 power snatches (145/100 lb)
10 muscle-ups",amrap
514,"hero wod


jimmy
amrap in 30 minutes
5 deadlifts (120/90 kg)
7 pull-ups
9 push-ups",amrap
515,"dorian medina

heat wave
emom for 30 minutes
minute 1: 100 meter run
minute 2: 1 round of single-arm dumbbell dt (50/35 lb)
minute 3: 10/8 calorie bike
minute 4: 1 round of single-arm dumbbell dt (50/35 lb)
minute 5: max burpees

1 round of dt consists of: 12 deadlifts, 9 hang power cleans, 6 push jerks",emom
516,"2022 crossfit games championships event #7


echo press
for time
30/25 calorie echo bike
10 block handstand push-ups (3.5/2 in)
20/15 calorie echo bike
10 block handstand push-ups (3.5/2 in)
20/15 calorie echo bike
10 block handstand push-ups (3.5/2 in)
30/25 calorie echo bike

time cap: 10/12 minutes",for_time
517,"2019 asia crossfit championship sanctional wod #3 (aka: ""acc sanctional 19.3"")


c2 triathlon
for time
6,000 meter bike erg
4,000 meter row
2,000 meter ski erg

time cap: 35 minutes",for_time
518,"australian hero games wod

hoppy
amrap in 17 minutes
21 lateral bar burpees
16 box jumps (24/20 in)
8 front rack forward lunges (60/40 kg)
3 ground-to-overheads (60/40 kg)",amrap
519,"luke downing
bell snatcher
for time
12-10-8-6-4-2 reps of:
kettlebell snatches (each arm, alternating)

after every round, perform:
8 burpees
16 prison squats",for_time
520,"luke downing
triple sweat
emom for 24 minutes
minute 1: 15 calorie row
minute 2: 15 burpees
minute 3: 30 air squats",emom
521,"hyrox workout of the week
miami edition
every minute on the minute for 10 minutes
12 wall ball shots (20/14 lb)",emom
522,"hero wod for tara o'sullivan


tara
for time
buy-in: 26 burpees

then 6 rounds of:
19 kettlebell swings (53/35 lb)
20 push-ups
19 goblet squats (53/35 lb)

buy-out: 3 minutes and 49 seconds forearm plank hold*

*perform a penalty for each break or rest from plank:
- 1st break: 3 burpees
- 2nd break: 4 burpees
- 3rd break and more: 9 burpees",for_time
523,"pete marjamaa

bird box
for time
5,000/4,000 meter row

every 4 minutes perform 20 shoulder-to-overheads (135/95 lb)",for_time
524,"rick ellis
strongman's cardio
for time
21-15-9 calorie echo bike
10 strongman sandbag over shoulders (150/100 lb) after each set

directly into:
21-15-9 calorie row
10 dumbbell box step-ups (24/20 in, 2x50/35 lb) after each set",for_time
525,"luke downing

haystacks
for time
300 kettlebell swings (30/20 kg)

every minute on the minute, perform:
5 burpees",other
526,"trent simmons

deadlift strict cindy
for time
5 rounds of 'cindy'
5 deadlifts (275/185 lb)
4 rounds of 'cindy'
10 deadlifts (275/185 lb)
3 rounds of 'cindy'
15 deadlifts (275/185 lb)
2 rounds of 'cindy'
20 deadlifts (275/185 lb)
1 round of 'cindy'

1 round of 'cindy' consists of: 5 pull-ups, 10 push-ups, and 15 air squats",for_time
527,"hyrox workout of the week
holly
amrap in 20 minutes
5-10-15-20-25 calorie row
10-20-30-40-50 wall ball shots (20/14 lb)",amrap
528,"train ftw benchmark wod

secret service snatch test
amrap in 10 minutes
kettlebell power snatches (24/16 kg)",amrap
529,"crossfit benchmark/tribute partner wod


new york minute
for time (with a partner)
150 wall ball shots (20/14 lb)
30 muscle-ups
30 clean-and-jerks (155/105 lb)

partners switch every minute.",for_time
530,"hero wod by complete fitness

m.i.r.
amrap (with a partner) in 30 minutes
station 1: ""michalski""
from 0:00-10:00, partner a performs:
23 wall ball shots (20/14 lb)
53 double-unders

partner b performs abmat sit-ups*

station 2: ""irvine""
from 10:01-20:00, perform:
30 alternating dumbbell snatches (50/35 lb)
14 box jumps (24/20 in)

partner b performs wall sit*

station 3: ""rittner""
from 20:01-30:00, perform:
12 deadlifts (225/155 lb)
860 meter run

partner b performs burpees*

* partner b performs the solo movement while partner a does as many reps as possible of the couplet for the current station. partners switch as needed.",amrap
531,"hero wod


ma3 oscar temores
8 rounds for time
11 hand release push-ups
30 walking lunges
19 sit-ups",for_time
532,"brendan walcoff

suffer in place
amrap (with a partner) in 18 minutes
6 rounds of:
1 minute plank hold / push-ups
1 minute wall sit hold / jumping squats
1 minute handstand hold / hollow rocks

one partner does the hold while the other does the movement. swap after each completed 3 minute round.",amrap
533,"beyond strength and endurance
bse wod 3/14/24
5 rounds (30 minutes):

1 minute of work/30sec transition

meter row

meter bike

meter run

meter heavy db/kb/sandbag/mb/plate front rack or hug carry",other
534,"crossfit benchmark wod


sqt
3 rounds for time
10 ground-to-overheads (95/65 lb)
200 yard shuttle sprint (50 yards there and back, twice)",for_time
535,"james fitzgerald

opex lactic test
3 rounds at max effort
250 meter row
10 kettlebell swings (70/56 lb)
10 burpees
10 kettlebell swings (70/56 lb)
10 burpees
10 kettlebell swings (70/56 lb)
250 meter row
12 minutes rest",other
536,"benchmark wod


pukie brewster
for time
150 burpees",for_time
537,"hyrox workout of the week

stone
4 rounds for time
400 meter row
12 weighted alternating lunges
25 meter sled push
25 meter sled pull

time cap: 25 minutes",for_time
538,"crossfit durham st. patrick's day wod

leprechaun
3 rounds for time
17 push presses (95/65 lb)
20 bar-facing burpees
16 power snatches (95/65 lb)
400 meter run (backwards)",for_time
539,"memorial wod for liam kowal


liam's life
for time (with a partner)

partner a: 25 wall ball shots (20/14 lb), 15 toes-to-bars
partner b: barbell hang hold (65/55 lb)
partners switch then repeat.

partner a: 25 box jumps (24/20 in), 15 pull-ups
partner b: barbell overhead hold (65/55 lb)
partners switch then repeat.

partner a: 25 power cleans (65/55 lb), 15 handstand push-ups
partner b: pull-up bar hang hold
partners switch then repeat.

partner a: 25 back squats (95/65 lb), 15 shoulder-to-overheads (95/65 lb)
partner b: handstand hold
partners switch then repeat.

partner a: 25 kettlebell swings (24/16 kg), 15 burpees
partner b: barbell front rack hold (95/65 lb)
partners switch then repeat.",for_time
540,"u.s. coast guard hero wod; aka: ""cg aviation"" or ""workout to remember""


cg-6535
4 rounds for time
400 meter run
65 air squats
35 burpee pull-ups",for_time
541,"train ftw benchmark wod
empty barbell blitz
for time
70 push presses (45/35 lb)
60 barbell box step-ups (45/35 lb, 20/18 in)
50 push presses (45/35 lb)
40 barbell box step-ups (45/35 lb, 20/18 in)
30 push presses (45/35 lb)
20 barbell box step-ups (45/35 lb, 20/18 in)",for_time
542,"brute force training benchmark wod

brute force mile
for time
50 bag facing burpees (70/50 lb)
400 meter burden run (70/50 lb)

then, 10 rounds of:
3 push-up bag drags (70/50 lb)
4 sumo deadlift high-pulls (70/50 lb)
5 front squats (70/50 lb)

800 meter burden run (70/50 lb)

then, 1-2-3-4-5-6-7-8-9-10 reps of:
bear complexes (70/50 lb)
brute force burpees

400 meter burden run (70/50 lb)
50 lateral burpees",for_time
543,"crossfit benchmark wod

task tabata
for time
300 reps following the pattern:
20 second pull-ups
10 second rest
20 second push-ups
10 second rest
20 second sit-ups
10 second rest
20 second air squats
10 second rest

after the round of air squats, begin again with the pull-ups. keep a running total of reps and continue working until 300 reps are completed.",other
544,"memorial wod

oleta
10 rounds for time
9 hang power cleans (95/65 lb)
8 push presses (95/65 lb)
13 air squats

time cap: 15 minutes",for_time
545,"crossfit hero wod


andy
for time
25 thrusters (115/85 lb)
50 box jumps (24/20 in)
75 deadlifts (115/85 lb)
1.5 mile run
75 deadlifts (115/85 lb)
50 box jumps (24/20 in)
25 thrusters (115/85 lb)

wear a weight vest (20/14 lb)",for_time
546,"juan jimenez
don't drop the kettlebells
amrap in 20 minutes
10 dual kettlebell deadlifts (2x53/44 lb)
40 meter dual kettlebell farmer's carry (2x53/44 lb)
10 dual kettlebell thrusters (2x53/44 lb)
40 meter dual kettlebell farmer's carry (2x53/44 lb)",amrap
547,"chris banks
threshold
six 5-minute amraps in 60 minutes
15/10 calorie bike
max hang power cleans (155/105 lb)

rest 5 minutes after each amrap",amrap
548,"crossfit mayhem benchmark wod


true grit
for time
2,000 meter row

at 1-minute mark, begin:
death by thrusters (95/65 lb)",for_time
549,"2016 crossfit games workout #6


squat clean pyramid
for time
10 squat cleans (245/165 lb), by 2:00
8 squat cleans (265/180 lb), by 4:00
6 squat cleans (285/195 lb), by 6:00
4 squat cleans (305/205 lb), by 8:00
2 squat cleans (325/215 lb), by 11:00",for_time
550,"hyrox workout of the week


zeppelin
for time
1,500 meter run
100 wall ball shots (20/14 lb)
80 alternating lunges
60 burpees
40 sit-ups
20 push-ups
1,500 meter run",for_time
551,"tribute wod


bubba
amrap in 20 minutes
6 dumbbell man makers (2x55/35 lb)
7 box step ups (2x55/35 lb)

wear a weight vest (20/14 lb)",amrap
552,"hero wod


weston
5 rounds for time
1000 meter row
200 meter farmer carry (45 lb dumbbells)
50 meter waiter walk, right arm (45 lb dumbbell)
50 meter waiter walk, left arm (45 lb dumbbell)",for_time
553,"kobalt performance partner wod

murph demarcation
for time (with a partner)
buy-in: 1,000 meter row

800 meter run (together)
50 pull-ups
100 push-ups
150 air squats
800 meter run (together)
30 pull-ups
60 push-ups
90 air squats
800 meter run (together)
20 pull-ups
40 push-ups
60 air squats
800 meter run (together)

buy-out: 1,000 meter row

wear a weight vest (20/14 lb), except on the row",for_time
554,"crossfit westgeist hero wod


westy's 10,000
for time
100 double dumbbell ground-to-overhead (2x50/35 lb)

wear a weight vest or ruck (70/50 lb)",for_time
555,"invictus physical coaching benchmark wod

ivan the terrible
5 rounds for time
90 seconds single-unders
50-40-30-20-10 reps of:
alternating lunges
push-ups
sit-ups",for_time
556,"crossfit iq valentine's day wod
valentine's with the girls
for time
200 meter run

""grace""
15 clean-and-jerks (135/95)

""helen""
400 meter run
21 kettlebell swings (24/20 kg)
12 pull-ups

2 rounds of ""nancy:""
400 meter run
15 overhead squats (95/73 lb)

3 rounds of ""cindy:""
5 pull-ups
10 push-ups
15 air squats

""fran""
9 thrusters (95/73 lb)
9 pull-ups

""isabel""
15 snatches (135/95 lb)

finally, perform:
200 meter run",for_time
557,"street parking vault wod

kronos
for time
100 burpee box jump overs (24/20 in)

get as many reps as you can in 1 minute of max effort. then, rest for 1 minute. keep going until you complete a total of 100 reps.

time cap: 20 minutes",for_time
558,"crossfit hero wod


t
5 rounds for time
100-meter sprint
10 squat clean thrusters (115/75 lb)
15 kettlebell swings (2/1.5 pood)
100 meter sprint
2 minutes rest",for_time
559,"street parking sandbag wod #3

street parking sandbag 3
for time
20-18-16-14-12-10-8-6-4-2 alternating sandbag hang clean and presses (70/45 lb)
12 sandbag bear hug lunges (70/45 lb)",for_time
560,"crossfit anarchy benchmark wod


run and get fran
for time
400 meter run
21 thrusters (40/30 kg)
21 pull-ups

400 meter run
15 thrusters (40/30 kg)
15 pull-ups

400 meter run
9 thrusters (40/30 kg)
9 pull-ups",for_time
561,"brand x benchmark wod


broomstick mile
for time
25 back squats
25 front squats
25 overhead squats
400 meter run
25 shoulder presses
25 push presses
25 push jerks
400 meter run
50 hang cleans
400 meter run
50 snatches
400 meter run

perform all movements except the run with a pvc pipe (or broomstick).",for_time
562,"crossfit hero wod


roney
4 rounds for time
200 meter run
11 thrusters (135/95 lb)
200 meter run
11 push presses (135/95 lb)
200 meter run
11 bench presses (135/95 lb)",for_time
563,"crossfit pr star hero wod


whiting
amrap in 19 minutes

1 mile run

then, 5 rounds of:
27 air squats
18 push-ups

if you finish, start again on the run.",amrap
564,"blended athletics hero wod for heidi stevenson


heidi
amrap in 23 minutes
23 air squats
23 push-ups
23 kettlebell swings (24/16 kg)
23 jumping lunges
23 sit-ups
23 box jumps (24/20 in)",amrap
565,"crossfit wv hero wod for cassie johnson

bootcamp
amrap in 28 minutes
204 meter run
12 box jumps (24/20 in)
3 power snatches (135/95 lb)
20 burpees

cash-out: 146 double-unders",amrap
566,"luke downing
randy savage
for time
10 right-arm kettlebell snatches (24/16 kg)
10 burpees
10 left-arm kettlebell snatches (24/16 kg)
30 air squats

15 right-arm kettlebell push jerks (24/16 kg)
15 burpees
15 left-arm kettlebell push jerks (24/16 kg)
45 air squats

20 right-arm kettlebell cleans (24/16 kg)
20 burpees
20 left-arm kettlebell cleans (24/16 kg)
60 air squats

25 right-arm kettlebell high pulls (24/16 kg)
25 burpees
25 left-arm kettlebell high pulls (24/16 kg)
75 air squats

30 right-arm russian kettlebell swings (24/16 kg)
30 burpees
30 left-arm russian kettlebell swings (24/16 kg)
90 air squats",for_time
